filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate,name,surah,juz
55022,0.27051172,1714.655415,1852.978655,3132.927975,0.07387928,0.077291914,Maher_AlMuaiqly,Al-Rahman,27
55023,0.33940816,2070.469642,1656.718825,3778.620076,0.07472593,0.141387364,Maher_AlMuaiqly,Al-Rahman,27
55024,0.34340498,2124.786226,1648.347589,3842.465515,0.06731853,0.144565837,Maher_AlMuaiqly,Al-Rahman,27
55025,0.35446987,2087.535921,1684.443658,3780.446585,0.06626512,0.143929465,Maher_AlMuaiqly,Al-Rahman,27
55026,0.30841276,2041.317483,1610.516785,3742.509502,0.085509636,0.13934931,Maher_AlMuaiqly,Al-Rahman,27
55027,0.32981592,2042.69085,1677.19705,3817.718299,0.062096085,0.133042158,Maher_AlMuaiqly,Al-Rahman,27
55028,0.348721,2128.945257,1705.511512,3836.289807,0.07111219,0.150493536,Maher_AlMuaiqly,Al-Rahman,27
55029,0.3321881,2282.475849,1843.787345,4200.378949,0.06413913,0.15230306,Maher_AlMuaiqly,Al-Rahman,27
55030,0.35670626,2162.254154,1721.299485,3910.063708,0.07145358,0.146957217,Maher_AlMuaiqly,Al-Rahman,27
55031,0.3329631,2133.066346,1772.779216,3940.912628,0.072685294,0.138300578,Maher_AlMuaiqly,Al-Rahman,27
55032,0.36613464,2152.306695,1699.976392,3836.651094,0.070514895,0.148224394,Maher_AlMuaiqly,Al-Rahman,27
55033,0.32520646,2099.241254,1793.878847,3968.188792,0.06014288,0.135710091,Maher_AlMuaiqly,Al-Rahman,27
55034,0.35358444,2180.12771,1725.280927,3853.891226,0.07778654,0.150708992,Maher_AlMuaiqly,Al-Rahman,27
55035,0.30817118,2065.599624,1765.544982,3907.364442,0.06861457,0.129790759,Maher_AlMuaiqly,Al-Rahman,27
55036,0.3457302,2139.935827,1679.553448,3807.759715,0.07815269,0.150519933,Maher_AlMuaiqly,Al-Rahman,27
55037,0.3508216,2190.99415,1772.498255,3979.188538,0.0709264,0.150054932,Maher_AlMuaiqly,Al-Rahman,27
55038,0.36207056,2087.777831,1663.344178,3768.351641,0.067959666,0.145319582,Maher_AlMuaiqly,Al-Rahman,27
55039,0.30214167,2158.524755,1769.97677,3949.965383,0.073361896,0.143848281,Maher_AlMuaiqly,Al-Rahman,27
55040,0.36419234,2148.125998,1708.585834,3821.735342,0.07593283,0.155585845,Maher_AlMuaiqly,Al-Rahman,27
55041,0.32582378,2267.735303,1803.6171,4025.273438,0.07242426,0.153983347,Maher_AlMuaiqly,Al-Rahman,27
55042,0.36909375,2147.614797,1681.405644,3843.722966,0.07678931,0.155300681,Maher_AlMuaiqly,Al-Rahman,27
55043,0.29421294,2059.696742,1717.900905,3784.670734,0.06634269,0.127099991,Maher_AlMuaiqly,Al-Rahman,27
55044,0.3500074,2140.639465,1702.686627,3805.004883,0.070484884,0.142814792,Maher_AlMuaiqly,Al-Rahman,27
55045,0.336877,2014.654614,1628.224843,3738.178761,0.0720373,0.133219123,Maher_AlMuaiqly,Al-Rahman,27
55046,0.28935504,2167.072536,1748.830425,3896.226699,0.074475504,0.142542706,Maher_AlMuaiqly,Al-Rahman,27
55047,0.34364647,2163.627504,1668.945537,3853.157084,0.072827935,0.155480849,Maher_AlMuaiqly,Al-Rahman,27
55048,0.3212728,2167.714347,1715.676218,3848.001049,0.08939833,0.156065894,Maher_AlMuaiqly,Al-Rahman,27
55049,0.34715718,2111.436849,1667.132102,3826.857044,0.059636068,0.147742206,Maher_AlMuaiqly,Al-Rahman,27
55050,0.3252862,2299.911576,1742.807047,3929.913095,0.07929365,0.148916391,Maher_AlMuaiqly,Al-Rahman,27
55051,0.3452882,2105.268887,1673.836042,3823.953458,0.058797613,0.145718279,Maher_AlMuaiqly,Al-Rahman,27
55052,0.28714648,2048.107079,1765.308354,3850.146375,0.07251239,0.126410104,Maher_AlMuaiqly,Al-Rahman,27
55053,0.34470287,2158.417855,1660.559924,3868.008329,0.07163953,0.155826249,Maher_AlMuaiqly,Al-Rahman,27
55054,0.3237527,2118.911127,1728.886568,3895.279541,0.06763324,0.136608305,Maher_AlMuaiqly,Al-Rahman,27
55055,0.33583316,2125.826324,1667.640379,3854.653439,0.07093667,0.146551067,Maher_AlMuaiqly,Al-Rahman,27
55056,0.30427226,2064.66275,1762.926461,3867.955806,0.060283385,0.130283706,Maher_AlMuaiqly,Al-Rahman,27
55057,0.3498869,2061.026803,1614.243533,3780.670412,0.07152319,0.144550956,Maher_AlMuaiqly,Al-Rahman,27
55058,0.28754917,1875.917031,1632.499481,3532.877041,0.063845806,0.112935817,Maher_AlMuaiqly,Al-Rahman,27
55059,0.32462415,2003.977729,1623.777732,3700.796669,0.0766778,0.132392138,Maher_AlMuaiqly,Al-Rahman,27
55060,0.35192877,2260.17736,1765.950375,4073.031631,0.06421916,0.154170636,Maher_AlMuaiqly,Al-Rahman,27
55061,0.37370902,2061.695492,1578.721494,3744.668884,0.067551516,0.146671549,Maher_AlMuaiqly,Al-Rahman,27
55062,0.2847967,2093.970019,1795.769115,3869.388045,0.07725926,0.135589144,Maher_AlMuaiqly,Al-Rahman,27
55063,0.36972836,2145.239099,1692.273962,3828.631725,0.06476866,0.155964281,Maher_AlMuaiqly,Al-Rahman,27
55064,0.27224588,2078.602803,1790.212892,3785.025131,0.081106715,0.134403682,Maher_AlMuaiqly,Al-Rahman,27
55065,0.3451919,2098.51686,1684.13332,3826.799382,0.06030733,0.146988053,Maher_AlMuaiqly,Al-Rahman,27
55066,0.2931575,2032.097735,1667.229097,3782.217407,0.08160051,0.124886068,Maher_AlMuaiqly,Al-Rahman,27
55067,0.37175918,2136.408936,1692.371927,3816.88782,0.059300754,0.151869354,Maher_AlMuaiqly,Al-Rahman,27
55068,0.29663208,1978.69097,1731.50186,3643.373108,0.066863425,0.117111206,Maher_AlMuaiqly,Al-Rahman,27
55069,0.34873307,2181.743415,1701.767106,3861.621094,0.072279274,0.151769186,Maher_AlMuaiqly,Al-Rahman,27
55070,0.3123816,2117.278436,1758.423557,3775.67992,0.067537434,0.138420623,Maher_AlMuaiqly,Al-Rahman,27
55071,0.36977968,2153.766342,1652.484587,3846.73278,0.07078458,0.155431223,Maher_AlMuaiqly,Al-Rahman,27
55072,0.3033014,1999.179566,1760.740003,3808.750953,0.067832135,0.127065072,Maher_AlMuaiqly,Al-Rahman,27
55073,0.3740252,2107.017034,1597.672122,3799.264526,0.07025299,0.15411159,Maher_AlMuaiqly,Al-Rahman,27
55074,0.30756003,1982.8987,1744.651923,3783.206385,0.06020988,0.118197354,Maher_AlMuaiqly,Al-Rahman,27
55075,0.3571472,2065.875824,1641.434677,3794.042309,0.07841745,0.142879766,Maher_AlMuaiqly,Al-Rahman,27
55076,0.3248346,2110.231887,1689.912775,3830.408373,0.06283734,0.139810523,Maher_AlMuaiqly,Al-Rahman,27
55077,0.34998083,2221.576356,1725.442547,3882.530146,0.07920402,0.154473788,Maher_AlMuaiqly,Al-Rahman,27
55078,0.3060077,2069.041822,1700.943209,3926.076625,0.059652425,0.130861157,Maher_AlMuaiqly,Al-Rahman,27
56001,0.34214798,2046.160271,1507.663084,3700.054356,0.07974717,0.14882444,Maher_AlMuaiqly,Al-Wakea,27
56002,0.40598348,2227.653752,1646.479181,3983.911743,0.06719448,0.170906576,Maher_AlMuaiqly,Al-Wakea,27
56003,0.34197327,1940.81614,1590.066154,3652.054158,0.05824555,0.136703167,Maher_AlMuaiqly,Al-Wakea,27
56004,0.3841579,2062.070411,1581.016263,3780.708452,0.059378415,0.15074204,Maher_AlMuaiqly,Al-Wakea,27
56005,0.3774553,2707.223812,2003.998876,4608.105469,0.05863696,0.202878874,Maher_AlMuaiqly,Al-Wakea,27
56006,0.34953952,1988.937249,1676.888312,3764.754605,0.06354767,0.140564525,Maher_AlMuaiqly,Al-Wakea,27
56007,0.33518964,2042.892926,1778.408566,3979.238059,0.058568645,0.143069181,Maher_AlMuaiqly,Al-Wakea,27
56008,0.36453995,2249.072232,1775.271335,4094.607297,0.0674719,0.165105552,Maher_AlMuaiqly,Al-Wakea,27
56009,0.36656308,2445.496801,1830.085041,4296.662955,0.07125754,0.180598818,Maher_AlMuaiqly,Al-Wakea,27
56010,0.3767291,2781.435142,2146.757691,4822.190841,0.065365724,0.203022204,Maher_AlMuaiqly,Al-Wakea,27
56011,0.3180352,1838.589136,1576.906615,3557.681169,0.06923324,0.121253704,Maher_AlMuaiqly,Al-Wakea,27
56012,0.27644223,1995.227863,1609.105808,3603.016103,0.07579573,0.122231902,Maher_AlMuaiqly,Al-Wakea,27
56013,0.2640528,2002.034701,1682.680242,3766.403961,0.072385505,0.129007975,Maher_AlMuaiqly,Al-Wakea,27
56014,0.29567832,2024.753922,1640.40658,3637.955183,0.069854945,0.134585387,Maher_AlMuaiqly,Al-Wakea,27
56015,0.3079209,1888.302813,1671.178802,3683.779378,0.06542999,0.114592749,Maher_AlMuaiqly,Al-Wakea,27
56016,0.35493755,2213.148782,1681.858407,3832.253656,0.07518181,0.157345655,Maher_AlMuaiqly,Al-Wakea,27
56017,0.2748726,1942.827664,1629.892205,3686.413774,0.07290206,0.113270577,Maher_AlMuaiqly,Al-Wakea,27
56018,0.30690342,2077.187701,1742.125142,3768.357563,0.073819704,0.134290137,Maher_AlMuaiqly,Al-Wakea,27
56019,0.30490708,2060.782948,1741.464671,3860.856253,0.078246266,0.130568541,Maher_AlMuaiqly,Al-Wakea,27
56020,0.3098479,2055.990976,1648.306576,3663.317092,0.08232187,0.138703042,Maher_AlMuaiqly,Al-Wakea,27
56021,0.3102565,2079.986509,1679.614473,3758.83052,0.0687214,0.137839647,Maher_AlMuaiqly,Al-Wakea,27
56022,0.32269678,1843.569333,1609.713222,3493.445542,0.074695714,0.118278952,Maher_AlMuaiqly,Al-Wakea,27
56023,0.28505284,1918.917836,1736.041145,3659.637583,0.06499685,0.110393716,Maher_AlMuaiqly,Al-Wakea,27
56024,0.30886856,2009.896934,1657.10551,3747.021116,0.08518265,0.131082326,Maher_AlMuaiqly,Al-Wakea,27
56025,0.33356163,2169.963546,1745.025747,3880.980758,0.07545299,0.147190434,Maher_AlMuaiqly,Al-Wakea,27
56026,0.30273208,2283.607521,1894.619576,4147.328568,0.078997746,0.151298523,Maher_AlMuaiqly,Al-Wakea,27
56027,0.31176513,2253.031813,1761.030618,4020.901802,0.07495517,0.156926673,Maher_AlMuaiqly,Al-Wakea,27
56028,0.28732944,2333.396578,1908.695905,4243.857069,0.07221548,0.147537415,Maher_AlMuaiqly,Al-Wakea,27
56029,0.29192343,1841.212099,1705.728951,3519.436411,0.055772025,0.103681515,Maher_AlMuaiqly,Al-Wakea,27
56030,0.2483612,2055.011743,1708.253743,3713.523536,0.07870468,0.127076741,Maher_AlMuaiqly,Al-Wakea,27
56031,0.3206411,2159.588855,1900.749429,4023.722121,0.071424104,0.139131804,Maher_AlMuaiqly,Al-Wakea,27
56032,0.3212945,2193.447299,1819.710823,3961.363175,0.07385443,0.141509708,Maher_AlMuaiqly,Al-Wakea,27
56033,0.3476084,1890.995608,1538.906068,3558.011424,0.06786599,0.130122619,Maher_AlMuaiqly,Al-Wakea,27
56034,0.33511817,1982.060432,1686.505337,3712.995897,0.057794824,0.123691944,Maher_AlMuaiqly,Al-Wakea,27
56035,0.31564546,2136.353593,1614.198625,3707.790209,0.07512825,0.156096843,Maher_AlMuaiqly,Al-Wakea,27
56036,0.3480758,1961.642122,1577.211604,3659.891622,0.07676071,0.131211074,Maher_AlMuaiqly,Al-Wakea,27
56037,0.33523032,1839.570066,1540.151754,3554.850968,0.070853725,0.107931386,Maher_AlMuaiqly,Al-Wakea,27
56038,0.3460576,2341.862398,1815.18918,4129.109582,0.058549866,0.165816036,Maher_AlMuaiqly,Al-Wakea,27
56039,0.28762907,2069.356346,1668.854444,3803.565889,0.07225685,0.135057636,Maher_AlMuaiqly,Al-Wakea,27
56040,0.31895506,2048.960772,1583.615483,3656.378519,0.06415614,0.14553238,Maher_AlMuaiqly,Al-Wakea,27
56041,0.36256364,2444.078753,1826.81339,4311.774876,0.078266494,0.183274021,Maher_AlMuaiqly,Al-Wakea,27
56042,0.30873075,2267.759999,1771.559738,3946.849625,0.07150429,0.160859836,Maher_AlMuaiqly,Al-Wakea,27
56043,0.25221986,1976.289474,1803.605351,3698.162505,0.06531266,0.115923361,Maher_AlMuaiqly,Al-Wakea,27
56044,0.3318976,2084.017336,1679.044974,3713.616211,0.07306371,0.143453776,Maher_AlMuaiqly,Al-Wakea,27
56045,0.32258788,2095.714084,1653.923937,3685.859577,0.071753494,0.148176915,Maher_AlMuaiqly,Al-Wakea,27
56046,0.29054067,2112.188404,1765.725479,3959.598777,0.06635625,0.140813306,Maher_AlMuaiqly,Al-Wakea,27
56047,0.33101872,1957.205083,1641.149366,3679.549666,0.064416945,0.13083887,Maher_AlMuaiqly,Al-Wakea,27
56048,0.2974696,1909.152419,1727.681308,3618.88145,0.080891326,0.123581414,Maher_AlMuaiqly,Al-Wakea,27
56049,0.28026378,2102.094408,1697.474418,3717.096442,0.079990715,0.144633525,Maher_AlMuaiqly,Al-Wakea,27
56050,0.31642103,1958.095293,1673.281571,3675.727259,0.06333463,0.119566527,Maher_AlMuaiqly,Al-Wakea,27
56051,0.2799174,1841.869862,1654.483757,3575.627988,0.0690099,0.10851765,Maher_AlMuaiqly,Al-Wakea,27
56052,0.29649544,2075.459067,1772.097818,3875.322517,0.0664246,0.126722675,Maher_AlMuaiqly,Al-Wakea,27
56053,0.27058893,1890.251091,1845.802586,3720.639148,0.07450075,0.10133895,Maher_AlMuaiqly,Al-Wakea,27
56054,0.3271813,2289.434071,1674.416664,3923.131552,0.07937152,0.154748072,Maher_AlMuaiqly,Al-Wakea,27
56055,0.3609512,2397.556437,1801.052426,4106.381836,0.0689548,0.158845403,Maher_AlMuaiqly,Al-Wakea,27
56056,0.31550744,2125.24911,1730.742648,3796.248498,0.070999324,0.139398037,Maher_AlMuaiqly,Al-Wakea,27
56057,0.32141873,1944.859977,1731.473551,3751.28849,0.057794288,0.121033738,Maher_AlMuaiqly,Al-Wakea,27
56058,0.28813615,1787.356865,1609.789359,3464.663284,0.06159445,0.102651235,Maher_AlMuaiqly,Al-Wakea,27
56059,0.3119966,1737.585877,1625.265756,3458.950195,0.056028828,0.101681219,Maher_AlMuaiqly,Al-Wakea,27
56060,0.31834683,2154.066005,1744.78452,3962.41084,0.05843048,0.144037109,Maher_AlMuaiqly,Al-Wakea,27
56061,0.32332933,1980.335136,1617.76109,3728.843441,0.07124708,0.132989928,Maher_AlMuaiqly,Al-Wakea,27
56062,0.32828316,1895.423539,1610.772852,3559.501347,0.06334128,0.119833248,Maher_AlMuaiqly,Al-Wakea,27
56063,0.25547037,1743.906742,1726.356642,3363.448104,0.06334417,0.093955136,Maher_AlMuaiqly,Al-Wakea,27
56064,0.30504274,1920.739341,1701.585826,3714.52316,0.061099492,0.118428893,Maher_AlMuaiqly,Al-Wakea,27
56065,0.31805617,1878.902142,1594.868016,3584.569991,0.06585436,0.120460912,Maher_AlMuaiqly,Al-Wakea,27
56066,0.30745482,1963.65056,1769.301102,3621.857159,0.07843023,0.112993289,Maher_AlMuaiqly,Al-Wakea,27
56067,0.31623173,1698.467527,1592.687192,3357.490809,0.055201456,0.095511642,Maher_AlMuaiqly,Al-Wakea,27
56068,0.3087956,2025.141295,1684.829793,3857.759857,0.06644342,0.127166748,Maher_AlMuaiqly,Al-Wakea,27
56069,0.28131464,1957.567543,1774.617954,3838.649843,0.056251306,0.114734184,Maher_AlMuaiqly,Al-Wakea,27
56070,0.34306657,2120.143139,1672.21888,3887.04829,0.0728436,0.140492551,Maher_AlMuaiqly,Al-Wakea,27
56071,0.28198513,1867.835092,1682.77045,3542.925722,0.062539235,0.110454075,Maher_AlMuaiqly,Al-Wakea,27
56072,0.31333792,2093.843396,1719.906822,3862.072673,0.060469348,0.137194097,Maher_AlMuaiqly,Al-Wakea,27
56073,0.32433394,2074.166195,1652.578632,3759.270236,0.065188214,0.138266004,Maher_AlMuaiqly,Al-Wakea,27
56074,0.36648312,2353.006412,1895.317285,4199.128418,0.05474,0.160107422,Maher_AlMuaiqly,Al-Wakea,27
56075,0.2926218,2045.874411,1742.281458,3807.771157,0.073178925,0.130988355,Maher_AlMuaiqly,Al-Wakea,27
56076,0.3035489,2118.096031,1722.359473,3825.385112,0.06909304,0.1417932,Maher_AlMuaiqly,Al-Wakea,27
56077,0.31162444,2056.31992,1669.680699,3728.911027,0.06852112,0.131818246,Maher_AlMuaiqly,Al-Wakea,27
56078,0.34205556,2044.709236,1670.820572,3673.453074,0.052320413,0.140140928,Maher_AlMuaiqly,Al-Wakea,27
56079,0.29159227,2058.541819,1847.230894,3897.458003,0.06303268,0.123896672,Maher_AlMuaiqly,Al-Wakea,27
56080,0.30769128,2160.595808,1757.799558,3860.494011,0.07058403,0.14172935,Maher_AlMuaiqly,Al-Wakea,27
56081,0.31084192,2148.022211,1731.912045,3842.883429,0.06947716,0.13776213,Maher_AlMuaiqly,Al-Wakea,27
56082,0.31165144,2033.04285,1775.502075,3803.353764,0.056486785,0.121664194,Maher_AlMuaiqly,Al-Wakea,27
56083,0.31817102,2082.253995,1797.835706,3801.333799,0.07770493,0.131268528,Maher_AlMuaiqly,Al-Wakea,27
56084,0.30278435,2039.039969,1793.433647,3815.229708,0.054922648,0.129629098,Maher_AlMuaiqly,Al-Wakea,27
56085,0.32610118,2141.028057,1794.159073,3861.68066,0.07150124,0.13378501,Maher_AlMuaiqly,Al-Wakea,27
56086,0.29173464,2174.116393,1747.435292,3852.717416,0.07189229,0.146387464,Maher_AlMuaiqly,Al-Wakea,27
56087,0.33532503,2206.628403,1731.942909,3878.570924,0.06217295,0.152957533,Maher_AlMuaiqly,Al-Wakea,27
56088,0.31096432,2164.396858,1667.365534,3816.167178,0.07664458,0.150297521,Maher_AlMuaiqly,Al-Wakea,27
56089,0.31427452,1988.550088,1660.779994,3588.494318,0.06567941,0.123568977,Maher_AlMuaiqly,Al-Wakea,27
56090,0.32255045,2299.9646,1807.557221,3973.870482,0.07278254,0.159605218,Maher_AlMuaiqly,Al-Wakea,27
56091,0.34550786,2429.901261,1864.721883,4232.401151,0.067349225,0.161183912,Maher_AlMuaiqly,Al-Wakea,27
56092,0.28753412,2132.611079,1766.770807,3800.668081,0.076147236,0.131783575,Maher_AlMuaiqly,Al-Wakea,27
56093,0.28521624,2283.519534,1857.996655,3898.395625,0.07071856,0.140998937,Maher_AlMuaiqly,Al-Wakea,27
56094,0.34717846,2486.10644,1828.43308,4131.479779,0.069777526,0.173023897,Maher_AlMuaiqly,Al-Wakea,27
56095,0.31063113,2177.80345,1688.25724,3797.66896,0.071898125,0.146972656,Maher_AlMuaiqly,Al-Wakea,27
56096,0.34461102,2371.228581,1796.045487,4127.295591,0.055324137,0.157668022,Maher_AlMuaiqly,Al-Wakea,27
57001,0.3483605,2318.16765,1706.85936,4041.376529,0.07181925,0.167984672,Maher_AlMuaiqly,Al-Hadid,27
57002,0.3050428,2050.811537,1684.100482,3864.808913,0.055367205,0.131686235,Maher_AlMuaiqly,Al-Hadid,27
57003,0.31212953,2007.179458,1590.503479,3710.08978,0.066318326,0.129991505,Maher_AlMuaiqly,Al-Hadid,27
57004,0.31549728,2105.036498,1692.312196,3928.650228,0.062845476,0.143671663,Maher_AlMuaiqly,Al-Hadid,27
57005,0.30116588,1918.02013,1676.617016,3696.044447,0.060146764,0.120005092,Maher_AlMuaiqly,Al-Hadid,27
57006,0.30947715,2089.309523,1696.57846,3818.294449,0.0637486,0.134205707,Maher_AlMuaiqly,Al-Hadid,27
57007,0.2971678,2025.531785,1719.469655,3823.366641,0.06438684,0.12933125,Maher_AlMuaiqly,Al-Hadid,27
57008,0.29972324,1944.362785,1682.87786,3739.293622,0.05727671,0.120608291,Maher_AlMuaiqly,Al-Hadid,27
57009,0.29931337,2010.924845,1646.990128,3716.383807,0.06738116,0.129408364,Maher_AlMuaiqly,Al-Hadid,27
57010,0.3180626,2028.53562,1669.858156,3784.399781,0.06469433,0.133118088,Maher_AlMuaiqly,Al-Hadid,27
57011,0.30547026,1895.566445,1662.953045,3660.539183,0.062468633,0.116405868,Maher_AlMuaiqly,Al-Hadid,27
57012,0.32120815,2091.2534,1683.954332,3821.461093,0.066902205,0.136718288,Maher_AlMuaiqly,Al-Hadid,27
57013,0.30719236,1987.145347,1667.895661,3762.637413,0.06878098,0.124263484,Maher_AlMuaiqly,Al-Hadid,27
57014,0.31980538,1985.962384,1736.239073,3782.067294,0.06475511,0.123090665,Maher_AlMuaiqly,Al-Hadid,27
57015,0.31767857,2081.225301,1778.756827,3872.654057,0.06832135,0.134246826,Maher_AlMuaiqly,Al-Hadid,27
57016,0.32758483,2090.322924,1736.541851,3821.114843,0.06959755,0.135363028,Maher_AlMuaiqly,Al-Hadid,27
57017,0.3071165,1967.831485,1715.832566,3674.473373,0.06540191,0.121611222,Maher_AlMuaiqly,Al-Hadid,27
57018,0.32814127,2082.726556,1730.424989,3888.54089,0.06262014,0.137142524,Maher_AlMuaiqly,Al-Hadid,27
57019,0.32900187,2021.675395,1683.513158,3786.230587,0.06483836,0.132435664,Maher_AlMuaiqly,Al-Hadid,27
57020,0.31177703,1928.527765,1639.790742,3637.611503,0.06509063,0.121597932,Maher_AlMuaiqly,Al-Hadid,27
57021,0.31269953,1991.655757,1643.51556,3723.804143,0.06820519,0.127364856,Maher_AlMuaiqly,Al-Hadid,27
57022,0.31611457,2162.759852,1723.815626,3896.928171,0.064255476,0.148689039,Maher_AlMuaiqly,Al-Hadid,27
57023,0.3300438,1990.376483,1659.235029,3758.304994,0.058545053,0.136241635,Maher_AlMuaiqly,Al-Hadid,27
57024,0.32080054,2015.180567,1700.812554,3722.016624,0.061897203,0.129940915,Maher_AlMuaiqly,Al-Hadid,27
57025,0.31375787,2092.143596,1780.103088,3934.954288,0.0631164,0.132688561,Maher_AlMuaiqly,Al-Hadid,27
57026,0.3088124,1963.996631,1711.207627,3672.443075,0.0561208,0.122687294,Maher_AlMuaiqly,Al-Hadid,27
57027,0.32488546,1997.386017,1653.324941,3708.750853,0.06513131,0.12858449,Maher_AlMuaiqly,Al-Hadid,27
57028,0.30214,2005.226202,1696.365812,3756.067971,0.06775046,0.122632796,Maher_AlMuaiqly,Al-Hadid,27
57029,0.29808056,1985.18219,1634.860221,3653.818284,0.06976899,0.12076781,Maher_AlMuaiqly,Al-Hadid,27
58001,0.29589105,2148.886403,1787.56229,4010.656203,0.065709166,0.133845693,Maher_AlMuaiqly,Al-Mojadala,28
58002,0.28695053,1803.967623,1636.523902,3554.425757,0.068416305,0.106674536,Maher_AlMuaiqly,Al-Mojadala,28
58003,0.29673558,1883.548683,1669.750612,3651.070959,0.06886045,0.112788977,Maher_AlMuaiqly,Al-Mojadala,28
58004,0.30603075,2115.481943,1774.125376,4004.495364,0.0656747,0.136656127,Maher_AlMuaiqly,Al-Mojadala,28
58005,0.3052106,2009.892064,1729.706768,3795.98991,0.07359592,0.126942329,Maher_AlMuaiqly,Al-Mojadala,28
